Id,host_is_superhost,host_total_listings_count,host_identity_verified,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,dist_nearist_attraction,property_type_Apartment,property_type_House,property_type_Other,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,area_Manly,area_Pittwater,area_Warringah
580,0.0,-0.17180677198549454,0.0,0.052366604754267486,-0.5771223250333126,1.110798097513616,0.48778009845919507,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,1.4380558953268194,-1.0369352239399525,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5598906790632682,1,0,0,0,1,0,0,1,0,0,1,0,0
581,0.0,-0.17180677198549454,1.0,0.052366604754267486,1.1297336632891484,1.110798097513616,-0.20671721644739116,-0.5858065787781132,-0.10811337276931764,-0.3009317897211757,0.20550223312374943,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.7094543347660321,1,0,0,0,1,0,0,1,0,0,0,0,1
582,0.0,-0.12851598667599165,0.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,0.48778009845919507,0.4269219070848185,0.24351215177763075,-0.3009317897211757,-0.23469550337734696,0.9650584754112863,-0.43678143771228256,1.9030899869919435,1.0,1.0,1.0,1.0,0.7781512503836436,0.9030899869919435,1.0,-0.4943762924548182,1,0,0,0,1,0,0,0,0,1,0,0,1
583,0.0,-0.12851598667599165,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.1807151844329405,-0.5300640022256558,-0.3009317897211757,-0.32273505067756625,-1.033251702873989,-0.43678143771228256,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.4646470750022443,1,0,0,0,0,1,0,0,0,1,0,0,1
584,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,0.5248125714151894,-0.3009317897211757,0.029423138523310872,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.4839160122400237,1,0,0,0,1,0,0,1,0,0,0,0,1
585,0.0,-0.17180677198549454,0.0,0.052366604754267486,0.2763056691279178,1.110798097513616,0.48778009845919507,-0.5858065787781132,0.5248125714151894,1.000817424907357,-0.1466559560771277,-1.0461440266048616,0.3049195687697192,1.968482948553935,0.9542425094393249,0.9542425094393249,0.9542425094393249,1.0,0.9542425094393249,0.9542425094393249,1.0,-0.5490633714725159,1,0,0,0,1,0,0,0,1,0,0,0,1
586,0.0,-0.17180677198549454,1.0,0.7951965907129506,1.1297336632891484,1.110798097513616,2.5712720431789537,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.1466559560771277,0.9650584754112863,-0.369354073486646,1.9030899869919435,0.9542425094393249,0.6989700043360189,0.9030899869919435,0.9542425094393249,0.9542425094393249,0.8450980400142568,0.0,0.19526814696970585,1,0,0,0,1,0,0,1,0,0,1,0,0
587,0.0,0.0013563692525170497,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.1466559560771277,0.9650584754112863,-0.09964461658409993,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.5967769303470174,1,0,0,0,1,0,0,0,0,1,1,0,0
588,0.0,-0.17180677198549454,1.0,1.1666115836922921,2.836589651611609,1.110798097513616,1.1822774133657812,0.4269219070848185,0.5248125714151894,-0.3009317897211757,-0.23469550337734696,-1.103238603127298,-0.369354073486646,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.20350709700833852,1,0,0,0,1,0,0,0,0,1,0,0,1
589,0.0,8.356477933986577,1.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,0.22437620991223214,2.423590403968711,-0.3009317897211757,-0.1466559560771277,0.9650584754112863,-0.43678143771228256,2.0,1.0,1.0,0.7781512503836436,1.0,1.0,1.0,0.0,-0.7274386761879597,1,0,0,0,1,0,0,0,0,1,1,0,0
590,0.0,-0.17180677198549454,1.0,0.052366604754267486,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,0.4269219070848185,0.17318704686824107,0.08959297466738411,-0.23469550337734696,0.9650584754112863,0.6420563898979018,1.9777236052888478,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.3675683340614318,1,0,0,0,1,0,0,0,0,1,0,0,1
591,0.0,-0.17180677198549454,1.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,-0.28198803301923364,0.8061129910527481,0.21976789613023737,-0.1466559560771277,-0.8122404389161705,1.046620575251721,1.9637878273455553,1.0,0.9542425094393249,1.0,1.0,1.0,0.9542425094393249,0.0,1.2167053342599934,0,1,0,0,1,0,0,0,0,1,0,0,1
592,1.0,-0.17180677198549454,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.670714212044435,-0.3009317897211757,-0.32273505067756625,-1.0811374767315163,-0.43678143771228256,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6142107307050082,0,0,1,0,1,0,0,1,0,0,0,1,0
593,0.0,-0.17180677198549454,1.0,1.1666115836922921,1.1297336632891484,2.079899854569914,1.8767747282723675,-0.5858065787781132,-0.881689526772604,0.34994281759309065,0.11746268582353014,0.9650584754112863,-0.369354073486646,1.954242509439325,0.9542425094393249,0.9542425094393249,1.0,1.0,1.0,0.9542425094393249,0.0,-0.6465091397892861,1,0,0,0,1,0,0,0,0,1,0,0,1
594,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.32273505067756625,-1.094029800462389,1.6534668532824497,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.34242695880832913,0,0,1,0,0,1,0,0,1,0,0,0,1
595,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.32273505067756625,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.366100224557601,1,0,0,0,0,1,0,1,0,0,1,0,0
596,0.0,-0.08522520136648874,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.07944233584664734,-0.38941379240687635,-0.3009317897211757,-0.23469550337734696,0.9650584754112863,1.5186121248311766,1.9590413923210936,0.9542425094393249,1.0,1.0,1.0,1.0,0.9542425094393249,0.0,-0.7213827244846576,1,0,0,0,0,1,0,0,1,0,0,0,1
597,0.0,-0.17180677198549454,0.0,0.052366604754267486,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.28198803301923364,1.298388725418476,0.34994281759309065,-0.1466559560771277,0.9650584754112863,-0.16707198080973645,1.9030899869919435,0.9542425094393249,0.8450980400142568,0.9030899869919435,1.0,1.0,0.9542425094393249,0.0,-0.792402521732473,1,0,0,0,1,0,0,0,0,1,1,0,0
598,1.0,-0.17180677198549454,0.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,0.02183051273964583,0.10286194195885139,-0.3009317897211757,-0.05861640877690841,0.9650584754112863,-0.43678143771228256,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.557688514807522,0,1,0,0,1,0,0,0,0,1,0,0,1
599,0.0,-0.17180677198549454,1.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,0.48778009845919507,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.23469550337734696,-1.094029800462389,0.10263747609280964,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.736198670724884,1,0,0,0,1,0,0,0,1,0,1,0,0
600,0.0,-0.08522520136648874,0.0,-1.0618783741837572,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,0.011703227881016513,-0.881689526772604,0.48011773905594396,0.029423138523310872,-0.9964164922143526,-0.369354073486646,1.8512583487190752,0.8450980400142568,0.8450980400142568,0.8450980400142568,0.9542425094393249,0.8450980400142568,0.8450980400142568,1.0,-0.3572915675346161,1,0,0,0,0,1,0,0,0,1,0,0,1
601,0.0,-0.17180677198549454,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.14472188396575178,0.029423138523310872,0.9650584754112863,-0.43678143771228256,1.9030899869919435,0.7781512503836436,0.7781512503836436,0.9030899869919435,0.9030899869919435,0.7781512503836436,0.7781512503836436,1.0,-0.4894214228793892,1,0,0,0,0,1,0,1,0,0,1,0,0
602,0.0,-0.12851598667599165,1.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,0.4269219070848185,0.3841623615964101,9.956852021551661,-0.23469550337734696,-1.051669308203807,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.3416442415703536,1,0,0,0,1,0,0,0,1,0,0,0,1
603,0.0,-0.04193441605698585,0.0,1.9094415696509754,1.1297336632891484,2.079899854569914,3.26576935808554,7.516021308125341,1.3687138303278656,-0.3009317897211757,-0.1466559560771277,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.832944298492977,1,0,0,0,1,0,0,0,0,1,1,0,0
604,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.17843847767870732,2.3025666395358897,0.20550223312374943,0.9650584754112863,-0.43678143771228256,2.0,1.0,0.9030899869919435,1.0,1.0,1.0,1.0,1.0,-0.775152235062461,0,1,0,0,0,1,0,0,0,1,0,0,1
605,0.0,-0.17180677198549454,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.3224971724537509,-0.881689526772604,-0.3009317897211757,-0.32273505067756625,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5031849494778031,1,0,0,0,1,0,0,1,0,0,1,0,0
606,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.17843847767870732,-0.3009317897211757,-0.32273505067756625,-1.0498275476708254,1.046620575251721,1.968482948553935,0.9542425094393249,1.0,1.0,1.0,1.0,1.0,0.0,-0.315450446675438,1,0,0,0,1,0,0,1,0,0,1,0,0
607,0.0,-0.08522520136648874,1.0,-1.0618783741837572,0.2763056691279178,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,0.20550223312374943,0.9650584754112863,-0.43678143771228256,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.4314163491952498,1,0,0,0,0,1,0,0,0,1,0,0,1
608,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,0.21976789613023737,-0.23469550337734696,-1.06456163193468,-0.16707198080973645,1.8808135922807914,0.9030899869919435,0.7781512503836436,0.9030899869919435,0.9030899869919435,0.9030899869919435,0.9030899869919435,0.0,-0.5995296356667001,0,1,0,0,0,1,0,1,0,0,0,1,0
609,0.0,-0.12851598667599165,0.0,-1.0618783741837572,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.3224971724537509,-0.881689526772604,-0.3009317897211757,-0.32273505067756625,-1.0811374767315163,-0.43678143771228256,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2868223113507371,0,1,0,0,0,1,0,1,0,0,0,0,1
610,0.0,0.0013563692525170497,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.3285735433689285,-0.17843847767870732,-0.3009317897211757,-0.1466559560771277,-1.0682451530006436,-0.03221725235846341,1.919078092376074,0.8450980400142568,0.9542425094393249,1.0,1.0,0.9542425094393249,0.9030899869919435,1.0,-0.673852679298135,1,0,0,0,0,1,0,0,1,0,0,0,1
611,1.0,-0.17180677198549454,1.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,-0.5858065787781132,0.17318704686824107,-0.3009317897211757,0.20550223312374943,-1.0553528292697707,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.6742197066740927,0,1,0,0,1,0,0,0,1,0,1,0,0
612,0.0,-0.17180677198549454,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,0.02183051273964583,-0.03778826785992796,-0.3009317897211757,-0.23469550337734696,0.9613749543453226,0.10263747609280964,1.968482948553935,1.0,1.0,1.0,1.0,1.0,0.9542425094393249,0.0,2.392844560516453,1,0,0,0,1,0,0,0,1,0,0,1,0
613,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.32273505067756625,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.3494004789515255,0,0,1,0,0,1,0,1,0,0,1,0,0
614,0.0,-0.17180677198549454,0.0,-0.6904633812044156,0.2763056691279178,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.23469550337734696,-1.094029800462389,1.5186121248311766,1.9912260756924949,1.0,0.9542425094393249,1.0,1.0,1.0,1.0,0.0,2.12968593195478,0,0,1,0,1,0,0,0,0,1,0,0,1
615,0.0,-0.12851598667599165,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.38941379240687635,1.1309923463702103,-0.23469550337734696,0.9650584754112863,1.5186121248311766,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3204244821712826,1,0,0,0,0,1,0,0,1,0,0,1,0
616,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,0.4269219070848185,-0.17843847767870732,-0.3009317897211757,-0.23469550337734696,-1.0553528292697707,-0.369354073486646,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.2123157540313234,0,1,0,0,0,1,0,0,0,1,0,0,1
617,0.0,-0.04193441605698585,0.0,-0.6904633812044156,-0.5771223250333126,-1.7965071736552787,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.1466559560771277,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.23892523878825686,0,1,0,0,0,1,0,0,1,0,0,0,1
618,0.0,-0.17180677198549454,1.0,0.7951965907129506,1.1297336632891484,2.079899854569914,1.1822774133657812,1.4396503929477502,0.17318704686824107,-0.3009317897211757,-0.32273505067756625,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.2589282307779517,0,0,1,0,1,0,0,1,0,0,0,1,0
619,0.0,-0.08522520136648874,0.0,1.1666115836922921,1.1297336632891484,2.079899854569914,1.1822774133657812,1.4396503929477502,0.24351215177763075,0.48011773905594396,-0.23469550337734696,0.9650584754112863,0.8443384825748114,1.9912260756924949,1.0,0.9542425094393249,1.0,1.0,1.0,1.0,1.0,2.15684595777565,1,0,0,0,1,0,0,0,0,1,1,0,0
620,0.0,-0.12851598667599165,0.0,1.538026576671634,1.9831616574503788,2.079899854569914,1.1822774133657812,1.4396503929477502,2.6345657186968796,-0.3009317897211757,-0.05861640877690841,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3908598241519237,1,0,0,0,1,0,0,0,1,0,1,0,0
621,1.0,-0.17180677198549454,0.0,-0.31904838822507403,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,0.17318704686824107,0.08959297466738411,-0.23469550337734696,-1.0792957161985344,0.3723469329953557,1.9637878273455553,0.9542425094393249,0.9542425094393249,1.0,1.0,1.0,0.9542425094393249,0.0,0.31271690727617085,0,0,1,0,1,0,0,0,1,0,0,1,0
622,1.0,-0.12851598667599165,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,1.000817424907357,-0.32273505067756625,0.9650584754112863,3.945997236954091,1.9444826721501687,0.9542425094393249,0.9542425094393249,0.9542425094393249,0.9542425094393249,1.0,0.9542425094393249,0.0,-0.5565874326796488,1,0,0,0,0,1,0,0,1,0,0,0,1
623,0.0,-0.17180677198549454,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,0.02183051273964583,0.37009734061453214,-0.3009317897211757,-0.32273505067756625,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.47987871110448893,1,0,0,0,1,0,0,1,0,0,1,0,0
624,1.0,-0.17180677198549454,1.0,-0.31904838822507403,1.9831616574503788,-0.8274054165989805,-0.20671721644739116,-0.5858065787781132,-0.17843847767870732,0.34994281759309065,-0.23469550337734696,-1.051669308203807,3.136868866246453,1.9731278535996986,0.9542425094393249,1.0,1.0,1.0,0.9542425094393249,0.9542425094393249,0.0,-0.6118250527612832,1,0,0,0,0,1,0,1,0,0,0,0,1
625,0.0,-0.17180677198549454,0.0,0.052366604754267486,0.2763056691279178,0.14169634045731783,-0.20671721644739116,0.6294676042574048,0.5248125714151894,-0.3009317897211757,0.20550223312374943,-1.062719871401698,-0.43678143771228256,1.9030899869919435,1.0,0.9030899869919435,1.0,1.0,1.0,1.0,1.0,-0.5022673810379088,0,1,0,0,1,0,0,0,0,1,0,0,1
626,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.32273505067756625,-1.0977133215283528,-0.43678143771228256,1.9030899869919435,0.9030899869919435,0.7781512503836436,1.0,0.9030899869919435,0.9030899869919435,0.7781512503836436,0.0,1.1372439073651508,1,0,0,0,0,1,0,0,1,0,0,0,1
627,0.0,-0.17180677198549454,1.0,0.423781597733609,1.9831616574503788,1.110798097513616,1.1822774133657812,0.4269219070848185,2.437655424950589,-0.3009317897211757,-0.1466559560771277,0.9650584754112863,-0.09964461658409993,1.9637878273455553,0.9542425094393249,0.9030899869919435,1.0,1.0,0.9542425094393249,0.9542425094393249,0.0,1.6261243721408112,0,1,0,0,1,0,0,1,0,0,0,0,1
628,0.0,-0.17180677198549454,0.0,2.6522715556096585,2.836589651611609,3.0490016116262124,3.26576935808554,0.4269219070848185,1.931314669602983,-0.3009317897211757,-0.23469550337734696,0.9650584754112863,-0.369354073486646,1.954242509439325,1.0,0.9542425094393249,1.0,1.0,1.0,1.0,0.0,-0.18478870083449567,0,0,1,0,1,0,0,0,0,1,0,0,1
629,0.0,-0.17180677198549454,0.0,-0.31904838822507403,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.1466559560771277,-1.051669308203807,0.5746290256722653,1.9590413923210936,0.9542425094393249,1.0,1.0,1.0,1.0,1.0,1.0,-0.3996832294577308,0,0,1,0,1,0,0,0,1,0,1,0,0
630,0.0,-0.08522520136648874,1.0,0.052366604754267486,-0.5771223250333126,0.14169634045731783,-0.20671721644739116,0.4269219070848185,1.2280636205090862,0.21976789613023737,0.029423138523310872,-0.7385700175968977,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5452287499453757,1,0,0,0,1,0,0,0,1,0,1,0,0
631,1.0,-0.17180677198549454,0.0,-0.31904838822507403,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,0.4269219070848185,0.3841623615964101,0.8706425034445038,-0.32273505067756625,-0.9927329711483889,5.024835064564276,1.99563519459755,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5815644601651884,0,1,0,0,1,0,0,0,1,0,0,0,1
632,0.0,-0.17180677198549454,1.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.38941379240687635,-0.3009317897211757,-0.32273505067756625,0.9650584754112863,-0.09964461658409993,1.919078092376074,0.8450980400142568,0.9542425094393249,1.0,1.0,1.0,1.0,0.0,-0.27984879120754075,0,1,0,0,0,1,0,1,0,0,0,0,1
633,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.23469550337734696,-1.1013968425943164,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3006050038695666,1,0,0,0,0,1,0,1,0,0,0,0,1
634,0.0,8.356477933986577,1.0,0.7951965907129506,1.1297336632891484,2.079899854569914,1.1822774133657812,0.22437620991223214,4.60366865615979,-0.3009317897211757,-0.1466559560771277,0.9650584754112863,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.6237534424799085,0,0,1,0,1,0,0,0,0,1,0,1,0
635,0.0,0.08793793987152285,1.0,0.052366604754267486,-0.5771223250333126,-0.8274054165989805,-0.20671721644739116,-0.1807151844329405,-0.17843847767870732,0.21976789613023737,-0.32273505067756625,0.9650584754112863,-0.23449934503537298,1.845098040014257,0.9030899869919435,1.0,1.0,1.0,1.0,0.8450980400142568,0.0,-0.6945897260397452,0,1,0,0,1,0,0,0,0,1,1,0,0
636,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-1.7965071736552787,-0.9012145313539773,0.02183051273964583,0.3138372566870204,-0.3009317897211757,-0.23469550337734696,-1.0682451530006436,1.046620575251721,1.99563519459755,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.7340451689551983,1,0,0,0,1,0,0,0,0,1,1,0,0
637,0.0,-0.17180677198549454,0.0,-0.6904633812044156,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,-0.5858065787781132,-0.881689526772604,-0.3009317897211757,-0.1466559560771277,-1.0903462793964254,-0.5042088019379191,1.9867717342662448,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.6116415390733043,1,0,0,0,0,1,0,1,0,0,0,0,1
638,0.0,-0.12851598667599165,0.0,-0.31904838822507403,-0.5771223250333126,-0.8274054165989805,-0.9012145313539773,1.4396503929477502,0.24351215177763075,0.48011773905594396,0.029423138523310872,0.9650584754112863,-0.16707198080973645,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6977094587353857,1,0,0,0,1,0,0,0,0,1,1,0,0
